address,zipcode,county,price,housing_type,beds,baths,sqfts,lotsize,garage,yearbuilt
"2524 Milvia St, Berkeley, CA 94704",94704,Alameda County,"$1,199,000 ",Single Family Residence,5,2/1,"3,201","3,980",0,1911
"3999 San Pablo Ave, Emeryville, CA 94608",94608,Alameda County,"$380,000 ",Business Opportunity,,,,,,
"38225 Garrett Street, Fremont, CA 94536",94536,Alameda County,"$1,599,000 ",Single Family Residence,4,3,"2,401","9,504",2,1957
"678 26th Street, Oakland, CA 94612-1104",-1104,Alameda County,"$2,750,000 ",Commercial Sale,,,"6,000",0.34,,1930
", Berkeley, CA 94705",94705,Alameda County,"$1,345,000 ",Commercial Sale,,,"2,068","3,583",,0
"556 Mowry, Fremont, CA 94536",94536,Alameda County,"$174,000 ",Business Opportunity,,,,,,
"696 Athol Ave, Oakland, CA 94610",94610,Alameda County,"$449,000 ",Condominium,1,1,729,"8,780",1,1972
"2843 Sunnybank Ln, Hayward, CA 94541",94541,Alameda County,"$740,000 ",Single Family Residence,4,2,"2,500","8,760",2,1958
"1009 Murrieta Blvd, Livermore, CA 94550",94550,Alameda County,"$295,000 ",Condominium,1,1,669,0,0,1969
"37050 Meadowbrook Cmn, Fremont, CA 94536",94536,Alameda County,"$449,900 ",Condominium,1,1,936,0,0,1987
"7105 Orral St, Oakland, CA 94621",94621,Alameda County,"$399,000 ",Single Family Residence,2,1,936,"2,800",1,1924
"3913 Castro Valley Blvd, Castro Valley, CA 94546",94546,Alameda County,"$169,000 ",Manufactured In Park,2,1,800,–,2,–
"2538 83rd Ave, Oakland, CA 94605",94605,Alameda County,"$395,000 ",Single Family Residence,2,1,"1,043","3,500",1,1926
"1972 40th Ave, Oakland, CA 94601",94601,Alameda County,"$529,000 ",Single Family Residence,4,2,"1,447","3,000",1,1921
"22713 Watkins St, Hayward, CA 94541",94541,Alameda County,"$619,995 ",Townhouse,3,2/1,"1,454",0,2,2005
"Mission Blvd., Hayward, CA 94544",94544,Alameda County,"$75,000 ",Business Opportunity,,,,,,
"1200 90th Ave, Oakland, CA 94603",94603,Alameda County,"$415,000 ",Single Family Residence,3,2,"1,152","3,612",1,1928
"14232 Orchid Dr, San Leandro, CA 94578",94578,Alameda County,"$580,000 ",Single Family Residence,3,1/1,"1,162","6,042",0,1942
"4032 Doane Street, Fremont, CA 94538",94538,Alameda County,"$999,000 ",Single Family Residence,3,2/1,"1,342","5,326",2,1955
"0 Foothill Blvd, San Leandro, CA 94577",94577,Alameda County,"$139,000 ",Land,,,,,,
"1129 72nd Ave, Oakland, CA 94621",94621,Alameda County,"$410,000 ",Single Family Residence,3,1,924,"3,500",0,1907
"2945 62nd Ave, Oakland, CA 94605",94605,Alameda County,"$479,999 ",Single Family Residence,2,1/1,"1,225","4,033",3,1935
"1926 Shattuck Ave, Berkeley, CA 94704",94704,Alameda County,"$200,000 ",Business Opportunity,,,,,,
"43341 Mission Blvd, Fremont, CA 94539",94539,Alameda County,"$5,500,000 ",Commercial Sale,,,"16,760",0.94,,9999
"918 The Alameda, Berkeley, CA 94707",94707,Alameda County,"$1,395,000 ",Commercial Sale,,,"2,028","2,000",,1924
"5023 Round Hill Dr, Dublin, CA 94568",94568,Alameda County,"$1,400,000 ",Single Family Residence,5,4/1,"4,250","8,025",2,2004
"921 Frederick Rd, San Leandro, CA 94577",94577,Alameda County,"$629,000 ",Single Family Residence,4,2,"1,400","5,980",1,1942
"5422 Lawson Ct, Livermore, CA 94550",94550,Alameda County,"$1,199,000 ",Single Family Residence,5,3,"3,566","10,491",2,2003
"4207 Park Blvd, Oakland, CA 94602",94602,Alameda County,"$150,000 ",Business Opportunity,,,,,,
"234 Del Valle Ct, Pleasanton, CA 94566",94566,Alameda County,"$1,165,000 ",Single Family Residence,4,3,"1,948","4,148",2,1998
"29101 Verdi Rd, Hayward, CA 94544",94544,Alameda County,"$159,900 ",Manufactured In Park,2,2,"1,440",–,0,–
"3607 Central Pkwy, Dublin, CA 94568",94568,Alameda County,"$799,000 ",Townhouse,4,3/1,"2,551","7,620",2,2007
"20991 Redwood Rd, Castro Valley, CA 94546",94546,Alameda County,"$29,000 ",Business Opportunity,,,,,,
"19100 Crest Ave. #73, Castro Valley, CA 04546",4546,Alameda County,"$340,000 ",Condominium,1,1,968,12.7,0,1973
"2361 E 17th Street, Oakland, CA 94601",94601,Alameda County,"$768,000 ",Duplex,,,"2,900",3500,–,2017
"3607 Central Pkwy, Dublin, CA 94568",94568,Alameda County,"$799,000 ",Townhouse,4,3/1,"2,551","7,620",2,2007
"5192 Sunrise Dr, Livermore, CA 94550-9999",-9999,Alameda County,"$55,000 ",Manufactured In Park,1,1,648,–,2,–
"1931 Mulberry St., Alameda, CA 94501",94501,Alameda County,"$869,990 ",Condominium,3,3,"1,453","1,453",2,2017
"29305 Sandburg Way, Hayward, CA 94544",94544,Alameda County,"$139,000 ",Manufactured In Park,2,2,"1,560",–,0,–
"1443 Sunshine Ct, Oakland, CA 94621",94621,Alameda County,"$389,000 ",Single Family Residence,2,1,806,"4,424",2,1948
"1200 W Winton Ave #216, Hayward, CA 94545",94545,Alameda County,"$209,900 ",Manufactured In Park,2,2,"1,282",–,0,–
"24027 Marchand Ct, Hayward, CA 94541",94541,Alameda County,"$550,000 ",Townhouse,2,2/1,"1,790","6,000",2,1986
"2230 84th Ave, Oakland, CA 94605",94605,Alameda County,"$675,000 ",Residential Income,,,"3,076","5,300",–,1960
"3727 Monterey Blvd, Oakland, CA 94619",94619,Alameda County,"$1,048,000 ",Single Family Residence,5,3,"2,653","4,900",2,1929
"2024 88th Ave, Oakland, CA 94621",94621,Alameda County,"$359,900 ",Single Family Residence,2,1,"1,040","4,800",1,1919
"1914 10th St, Berkeley, CA 94710",94710,Alameda County,"$1,749,990 ",Residential Income,,,"3,230","5,731",–,1957
"Fruitvale Ave, Oakland, CA 94601-2026",-2026,Alameda County,"$675,000 ",Triplex,,,"1,936","4,500",–,1941
"Perth Pl, Oakland, CA 94603",94603,Alameda County,"$880,000 ",Land,,,,,,
"1465 Webster St, Alameda, CA 94501",94501,Alameda County,"$2,630,000 ",Commercial Sale,,,"3,876",0.39,,1970
"0 Page St, San Lorenzo, CA 94580",94580,Alameda County,"$3,000,000 ",Land,,,,,,
"1216 Haskell, Berkeley, CA 94702",94702,Alameda County,"$780,000 ",Single Family Residence,2,1,991,"5,000",0,1906
", Union City, CA 94587",94587,Alameda County,"$125,000 ",Business Opportunity,,,,,,
"1916 Willow St., Alameda, CA 94501",94501,Alameda County,"$899,990 ",Condominium,2,2,"1,476",0,2,2017
"24985 Huntwood Avenue, Hayward, CA 94544",94544,Alameda County,"$772,001 ",Single Family Residence,4,3/1,"2,043","1,624",2,2017
", Alameda, CA 94502",94502,Alameda County,"$2,099,000 ",Business Opportunity,,,,,,
", Alameda, CA 94502",94502,Alameda County,"$2,498,000 ",Business Opportunity,,,,,,
", Alameda, CA 94502",94502,Alameda County,"$2,398,000 ",Business Opportunity,,,,,,
"563 Heritage Cir, San Lorenzo, CA 94501-842",1-842,Alameda County,"$649,999 ",Townhouse,5,3/1,"1,973","1,723",2,2004
"1217 30th St, Oakland, CA 94608",94608,Alameda County,"$725,000 ",Duplex,,,"2,114","1,650",–,1896
"2311 Martin Luther King Jr Way, Oakland, CA 94612",94612,Alameda County,"$1,000,000 ",Commercial Sale,,,"5,000","5,000",,1970
"2621 60th Ave, Oakland, CA 94605",94605,Alameda County,"$460,000 ",Single Family Residence,2,1,"1,206","4,400",1,1923
"6558 Heather Ridge Way, Oakland, CA 94611",94611,Alameda County,"$325,000 ",Land,,,,,,
"23 Stonebrae Road, Hayward, CA 94542",94542,Alameda County,"$1,645,000 ",Single Family Residence,4,4/1,"3,824",0.31,3,2017
"4351 Wallis Ranch Drive, Dublin, CA 94568",94568,Alameda County,"$1,199,988 ",Single Family Residence,4,3/2,"3,359","3,315",2,2017
"439 Lloyd Ave, San Leandro, CA 94578",94578,Alameda County,"$599,000 ",Single Family Residence,3,1,"1,032","5,022",1,1952
"7336 Tulipwood Cir, Pleasanton, CA 94588",94588,Alameda County,"$988,000 ",Single Family Residence,4,2,"2,000","6,651",2,1968
"680 Hiller Dr, Oakland, CA 94618",94618,Alameda County,"$2,525,000 ",Single Family Residence,5,3/2,"3,794","5,426",2,1993
"7230 Mount Veeder Road, Dublin, CA 94568",94568,Alameda County,"$1,233,085 ",Single Family Residence,4,3/2,"3,180","2,975",2,2018
"55 Gypsy Ln, Berkeley, CA 94705",94705,Alameda County,"$2,200,000 ",Single Family Residence,4,3,"2,502",0.56,2,1956
"130 Dunfirth Drive, Hayward, CA 94542",94542,Alameda County,"$1,657,880 ",Single Family Residence,5,4/1,"4,021",0.25,3,2017
"3619 Mccormick Ct, Dublin, CA 94568",94568,Alameda County,"$1,399,500 ",Single Family Residence,5,3,"3,081","5,510",2,2015
"5015 Valpey Park Ave, Fremont, CA 94538",94538,Alameda County,"$989,900 ",Single Family Residence,4,4,"2,613","7,504",2,1962
", Oakland, CA 94610-1061",-1061,Alameda County,"$680,000 ",Commercial Sale,,,"1,682","2,165",,1928
"12 Deer Oaks Dr, Pleasanton, CA 94588",94588,Alameda County,"$2,149,000 ",Single Family Residence,4,3/1,"4,906",1.21,3,1988
"3330 Sarazen Ave, Oakland, CA 94605",94605,Alameda County,"$350,000 ",Land,,,,,,
"240 Loverin Ct., Hayward, CA 94544",94544,Alameda County,"$749,888 ",Single Family Residence,3,2/1,"1,586","7,467",2,1991
"680 32nd Street, Oakland, CA 94609",94609,Alameda County,"$798,000 ",Triplex,,,"3,137","4,246",–,1904
"2415 65th Ave, Oakland, CA 94605",94605,Alameda County,"$549,888 ",Single Family Residence,2,2,924,"3,000",1,1925
"123 Bay Park Ter, Alameda, CA 94502",94502,Alameda County,"$839,000 ",Condominium,2,2,"1,419","3,140",1,1986
", Livermore, CA 94550",94550,Alameda County,"$1,750,000 ",Commercial Sale,,,"4,400","4,700",,1925
"659 Macarthur Blvd, San Leandro, CA 94577",94577,Alameda County,"$598,000 ",Townhouse,3,3/1,"1,732","1,452",2,2008
"2024 Estates Ter, Fremont, CA 94539",94539,Alameda County,"$2,900,000 ",Land,,,,,,
"756 Tranquility Circle, Livermore, CA 94551",94551,Alameda County,"$793,000 ",Condominium,3,2,"1,626",0,2,2018
"934 71st Ave, Oakland, CA 94621",94621,Alameda County,"$550,000 ",Triplex,,,"2,438","5,000",–,1964
"10211 Longfellow Ave, Oakland, CA 94603",94603,Alameda County,"$400,000 ",Single Family Residence,2,2,"1,374","3,800",1,1948
"6116 Marshall, Oakland, CA 94608",94608,Alameda County,"$749,000 ",Condominium,3,2,"1,896",0,2,2017
"1657 Graham Way, San Leandro, CA 94578",94578,Alameda County,"$615,000 ",Duplex,,,"1,567","7,373",–,1950
"548 Cumana, Union City, CA 94587",94587,Alameda County,"$138,000 ",Manufactured In Park,2,2,"1,400",–,0,–
"2408 38th Ave, Oakland, CA 94601",94601,Alameda County,"$540,000 ",Single Family Residence,3,2,"1,359","4,800",1,1923
"3127 62nd Ave, Oakland, CA 94605",94605,Alameda County,"$599,000 ",Single Family Residence,4,2,"1,788","5,500",0,1927
", Hayward, CA 94544",94544,Alameda County,"$149,999 ",Business Opportunity,,,,,,
"309 Anna Maria St, Livermore, CA 94550",94550,Alameda County,"$835,000 ",Single Family Residence,4,4,"1,642","6,500",2,1965
"6500 Girvin Dr, Oakland, CA 94611",94611,Alameda County,"$270,000 ",Land,,,,,,
"2400 Dowling Pl 9, Berkeley, CA 94705",94705,Alameda County,"$808,000 ",Condominium,2,1/1,"1,186",0.402,1,2006
"1939 86th Ave, Oakland, CA 94621",94621,Alameda County,"$599,000 ",Residential Income,,,"2,008","5,300",–,1926
"663 32nd St, Oakland, CA 94609",94609,Alameda County,"$799,000 ",Single Family Residence,4,2,"1,862","2,550",0,1904
"2244 Russell, Berkeley, CA 94705",94705,Alameda County,"$1,750,000 ",Residential Income,,,"3,433","4,644",–,1907
"216 Lexington Ave, Hayward, CA 94544",94544,Alameda County,"$650,000 ",Single Family Residence,3,2,"1,809","8,004",0,1951
"2244 Russell St, Berkeley, CA 94705",94705,Alameda County,"$1,750,000 ",Residential Income,,,"3,433","4,644",0,1907
"1760 De Pina Lane, Hayward, CA 94545",94545,Alameda County,"$944,000 ",Single Family Residence,4,3,"2,369","3,602",2,2017
"462 37th St, Oakland, CA 94609",94609,Alameda County,"$799,900 ",Single Family Residence,3,1/1,"2,347","4,370",0,1906
"2859 Greenview Dr, Castro Valley, CA 94546",94546,Alameda County,"$899,000 ",Single Family Residence,3,2,"1,643","7,089",3,1947
"2859 Greenview Dr, Castro Valley, CA 94546",94546,Alameda County,"$899,000 ",Duplex,,,"1,643","7,089",–,1947
"3472 Serra Circle, Pleasanton, CA 94588",94588,Alameda County,"$885,000 ",Condominium,4,4/1,"1,948",0,2,2018
"875 Alvarado St, San Leandro, CA 94577",94577,Alameda County,"$1,288,000 ",Land,,,,,,
"4323 Table Mountain, Dublin, CA 94568",94568,Alameda County,"$1,099,000 ",Single Family Residence,4,2,"2,102","4,270",2,2016
"116 Dunfirth Drive, Hayward, CA 94542",94542,Alameda County,"$1,560,880 ",Single Family Residence,4,4/1,"3,965","8,556",3,2017
"2490 Technology Dr, Hayward, CA 94545-4867",-4867,Alameda County,"$629,000 ",Commercial Sale,,,"2,400","3,555",,1987
"Castille Ln, Hayward, CA 94541",94541,Alameda County,"$440,000 ",Condominium,2,2,"1,171",0,2,1982
"875 Alvarado St, San Leandro, CA 94577",94577,Alameda County,"$1,288,000 ",Land,,,,,,
"20880 Baker Rd, Castro Valley, CA 94546",94546,Alameda County,"$900,000 ",Commercial Sale,,,"2,976","2,976",,1956
"14777 Saturn Dr, San Lorenzo, CA 94580",94580,Alameda County,"$179,950 ",Land,,,,,,
"5606 Morse Dr, Oakland, CA 94605",94605,Alameda County,"$550,000 ",Single Family Residence,2,1,"1,075","3,420",1,1925
"2950 Cumberland Way, Oakland, CA 94605",94605,Alameda County,"$950,000 ",Land,,,,,,
"1233 Bockman, San Lorenzo, CA 94580",94580,Alameda County,"$659,112 ",Townhouse,3,2/1,"1,361",0,2,2017
"117 Fanuncio Lane, Hayward, CA 94544",94544,Alameda County,"$684,593 ",Condominium,3,2/1,"1,817",0,2,2018
"2540 Charleston Street, Oakland, CA 94602",94602,Alameda County,"$1,700,000 ",Commercial Sale,,,"5,500",0.5,,1900
"1929 Mulberry St., Alameda, CA 94501",94501,Alameda County,"$849,990 ",Condominium,3,3,"1,453","1,453",2,2017
"40268 Bonica Rose Ter, Fremont, CA 94538-7025",-7025,Alameda County,"$838,888 ",Townhouse,3,3,"1,310",0,2,2009
"37616 Pimento Common, Fremont, CA 94536",94536,Alameda County,"$909,490 ",Townhouse,4,3/1,"1,791",0,2,2017
"37603 Pimento Common, Fremont, CA 94536",94536,Alameda County,"$752,650 ",Townhouse,2,2,"1,393",0,2,2017
"2950 Cumberland Way, Oakland, CA 94605",94605,Alameda County,"$950,000 ",Land,,,,,,
"4323 Table Mountain Rd, Dublin, CA 94568",94568,Alameda County,"$1,099,000 ",Single Family Residence,4,2/1,"2,102","4,270",2,2016
"2915 Calle De La Mesa, Pleasanton, CA 94566",94566,Alameda County,"$1,190,000 ",Single Family Residence,4,2/1,"1,984","5,185",2,1986
"Birch St, Oakland, CA 94603",94603,Alameda County,"$359,000 ",Single Family Residence,2,1,"1,018","4,950",1,1926
"26894 Boca Raton Ct, Hayward, CA 94545",94545,Alameda County,"$550,000 ",Single Family Residence,3,2,"1,128","5,664",2,1956
"6815 Skyview Drive, Oakland, CA 94605",94605,Alameda County,"$1,599,500 ",Condominium,4,3/1,"3,312",0,2,2018
"1723 Laguna Creek Ln, Pleasanton, CA 94566",94566,Alameda County,"$2,450,000 ",Single Family Residence,6,6,"5,096",0.29,3,2005
"23350 Thurston Ct, Hayward, CA 94541",94541,Alameda County,"$949,000 ",Single Family Residence,4,3,"2,130",1.849,2,1989
"9943 Plymouth St, Oakland, CA 94603",94603,Alameda County,"$314,450 ",Single Family Residence,3,1,956,"2,739",2,1920
"4608 Delores, Union City, CA 94587",94587,Alameda County,"$849,000 ",Single Family Residence,4,2/1,"2,031","6,360",2,1972
"Chelsea Dr, Oakland, CA 94611",94611,Alameda County,"$219,000 ",Land,,,,,,
"2135 65th Ave, Oakland, CA 94621",94621,Alameda County,"$390,000 ",Single Family Residence,3,1,"1,120","5,000",1,1921
"1824 79th Ave, Oakland, CA 94621",94621,Alameda County,"$299,000 ",Single Family Residence,2,1,984,"2,627",0,1927
"718 E 17th St, Oakland, CA 94606",94606,Alameda County,"$819,000 ",Duplex,,,"2,250","4,120",–,1890
"0 Thorndale Dr, Oakland, CA 94603",94603,Alameda County,"$199,000 ",Land,,,,,,
"981 41st Street, Oakland, CA 94608",94608,Alameda County,"$880,880 ",Townhouse,3,2/1,"1,857",0,1,2018
"7077 Calistoga Lane, Dublin, CA 94568",94568,Alameda County,"$813,153 ",Condominium,3,3/1,"1,962",0,2,2018
"7031 Coombsville Way, Dublin, CA 94568",94568,Alameda County,"$749,492 ",Condominium,2,2/1,"1,514",0,2,2018
"1807 Sannita Place, Pleasanton, CA 94566",94566,Alameda County,"$3,449,000 ",Single Family Residence,5,6/2,"8,083",0.59,5,2006
"2010 Filbert St, Oakland, CA 94607",94607,Alameda County,"$520,000 ",Single Family Residence,3,2,"1,200","3,250",0,1938
"2214 Rosenblatt Street, Hayward, CA 94544",94544,Alameda County,"$754,401 ",Residential,4,3/1,"2,022","1,452",2,2017
"898 Panoramic Way, Berkeley, CA 94704",94704,Alameda County,"$150,000 ",Land,,,,,,
"1000 102nd Avenue, Oakland, CA 94603",94603,Alameda County,"$588,888 ",Single Family Residence,3,3,"1,946","5,985",0,1941
"2837 Octavia St, Oakland, CA 94619",94619,Alameda County,"$635,000 ",Triplex,,,"1,878","5,625",–,1922
"1090 Amito Dr, Oakland, CA 94705",94705,Alameda County,"$1,150,000 ",Land,,,,,,
"4141 Deep Creek Road, Fremont, CA 94555",94555,Alameda County,"$188,000 ",Manufactured In Park,3,2,"1,440",–,0,–
"3141 64th Ave, Oakland, CA 94605",94605,Alameda County,"$599,900 ",Single Family Residence,3,2,"1,400","4,788",1,1920
"1343 Linfield Ln, Hayward, CA 94545",94545,Alameda County,"$550,000 ",Single Family Residence,4,2,"1,745","4,914",2,1956
"36731 Sycamore St, Newark, CA 94560",94560,Alameda County,"$2,800,000 ",Land,,,,,,
"1072 57th St, Oakland, CA 94608",94608,Alameda County,"$609,000 ",Single Family Residence,2,1,"1,149","4,400",1,1913
"9724 A St, Oakland, CA 94603",94603,Alameda County,"$365,000 ",Single Family Residence,3,1/1,930,"2,600",0,1928
"5625 Auto Mall Pkwy, Fremont, CA 94538",94538,Alameda County,"$220,000 ",Business Opportunity,,,,,,
"2825 Garden St, Oakland, CA 94601",94601,Alameda County,"$650,000 ",Residential Income,,,"3,480","5,388",–,1952
"0 Thorndale Dr, Oakland, CA 94603",94603,Alameda County,"$199,000 ",Land,,,,,,
"1118 Union St, Alameda, CA 94501",94501,Alameda County,"$1,200,000 ",Single Family Residence,4,2,"2,661","7,104",1,1895
"6616 Brann Street, Oakland, CA 94605",94605,Alameda County,"$325,000 ",Single Family Residence,2,1,770,"1,875",1,1925
"2139 E 22nd St, Oakland, CA 94606",94606,Alameda County,"$549,000 ",Single Family Residence,4,3,"1,687","5,530",0,1905
"7318 Yountville Street, Dublin, CA 94568",94568,Alameda County,"$1,193,633 ",Single Family Residence,4,3/2,"3,016","3,016",2,2018
"981 41st Street, Oakland, CA 94608",94608,Alameda County,"$880,880 ",Townhouse,3,2/1,"1,857",0,1,2018
"31457 Medinah St, Hayward, CA 94544",94544,Alameda County,"$625,000 ",Single Family Residence,3,2,"1,407","5,005",2,1956
"36940 Olive St, Newark, CA 94560",94560,Alameda County,"$730,000 ",Residential Income,,,"2,172","7,500",–,1944
"36954 Olive St, Newark, CA 94560",94560,Alameda County,"$925,000 ",Triplex,,,"2,396","7,500",–,1964
"821 Delaware St., Berkeley, CA 94710",94710,Alameda County,"$550,000 ",Commercial Sale,,,740,0,,1988
"866 Sunset Creek Lane, Pleasanton, CA 94566",94566,Alameda County,"$2,188,000 ",Single Family Residence,6,5,"4,455",0.29,3,2000
", Oakland, CA 94619",94619,Alameda County,"$1,160,000 ",Residential Income,,,"3,824","6,325",–,1965
"8017 Earl St, Oakland, CA 94605",94605,Alameda County,"$690,000 ",Single Family Residence,4,2/1,"1,564","4,500",0,1925
"3231 Vineyard Avenue, Pleasanton, CA 94566",94566,Alameda County,"$260,000 ",Manufactured In Park,3,2,"1,404",–,2,–
"1627 83rd Avenue, Oakland, CA 94621",94621,Alameda County,"$389,000 ",Single Family Residence,2,1,798,"5,000",1,1919
"7208 Carneros Ln, Dublin, CA 94568",94568,Alameda County,"$1,035,238 ",Single Family Residence,4,3/1,"2,775","1,980",2,2018
"6422 Irwin Ct., Oakland, CA 94809",94809,Alameda County,"$495,000 ",Residential,2,1,"1,035","3,670",0,1908
", Alameda, CA 94501",94501,Alameda County,"$7,200,000 ",Commercial Sale,,,"28,864",1.63,,1989
"1618 152nd Ave, San Leandro, CA 94578",94578,Alameda County,"$650,000 ",Single Family Residence,4,2,"1,511","3,800",0,1935
"8072 Earl St, Oakland, CA 94605",94605,Alameda County,"$585,000 ",Single Family Residence,4,2,"1,330","5,000",1,1941
"2701 E 9th St, Oakland, CA 94601",94601,Alameda County,"$94,000 ",Business Opportunity,,,,,,
"2701 E 9th St, Oakland, CA 94601",94601,Alameda County,"$888,000 ",Commercial Sale,,,"2,358","2,158",,1950
"29831 Cantera Drive, Hayward, CA 94544",94544,Alameda County,"$1,128,880 ",Single Family Residence,4,3,"2,702","3,643",2,2017
"110 Dunfirth Drive, Hayward, CA 94542",94542,Alameda County,"$1,598,880 ",Single Family Residence,5,4/1,"4,021","7,362",3,2017
"943 Fall River, Hayward, CA 94544",94544,Alameda County,"$149,950 ",Manufactured In Park,2,2,"1,440",–,2,–
"4812 Walnut St, Oakland, CA 94619-2557",-2557,Alameda County,"$650,000 ",Single Family Residence,4,1/1,"1,592","4,080",1,1916
"2020 Foothill Blvd, Oakland, CA 94606",94606,Alameda County,"$455,000 ",Single Family Residence,5,1,"1,014","7,000",0,1900
"4556 Merrill Ave, Oakland, CA 94619",94619,Alameda County,"$700,000 ",Single Family Residence,3,2,"1,731","5,848",1,1957
"177 19th Street, Oakland, CA 94612",94612,Alameda County,"$600,000 ",Condominium,3,2,"1,774",0.44,1,1959
", Hayward, CA 94545",94545,Alameda County,"$866,445 ",Single Family Residence,4,2/1,"2,086","3,122",2,2017
"817 Tranquility Circle, Livermore, CA 94551",94551,Alameda County,"$610,000 ",Condominium,2,2/1,"1,254",0,1,2018
"7165 Aubrey Way, Dublin, CA 94568",94568,Alameda County,"$1,556,495 ",Single Family Residence,5,5/1,"3,871","6,439",3,2017
"6817 Skyview Drive, Oakland, CA 94605",94605,Alameda County,"$1,199,500 ",Condominium,4,2/1,"2,903",0,2,2018
"0 Wildcat Canyon Road, Berkeley, CA 94707",94707,Alameda County,"$595,000 ",Land,,,,,,
"5752 Barley Road, Dublin, CA 94568",94568,Alameda County,"$1,028,880 ",Single Family Residence,4,4,"2,424","2,169",2,2017
"0 Maybelle, Oakland, CA 94619",94619,Alameda County,"$225,000 ",Land,,,,,,
"27681 La Porte Ave, Hayward, CA 94545",94545,Alameda County,"$460,000 ",Single Family Residence,3,2,"1,119","5,300",2,1955
"3338 San Leandro St, Oakland, CA 94601",94601,Alameda County,"$749,000 ",Duplex,,,"1,890","2,080",–,0
"6415 International Blvd, Oakland, CA 94621",94621,Alameda County,"$499,000 ",Commercial Sale,,,"1,140","10,397",,1950
"3476 Catalina Ave, Alameda, CA 94502",94502,Alameda County,"$880,000 ",Single Family Residence,3,2/1,"1,449","3,825",2,1987
"3476 Catalina Ave, Alameda, CA 94502",94502,Alameda County,"$880,000 ",Single Family Residence,3,2/1,"1,449","3,825",2,1987
"22782 Corkwood St, Hayward, CA 94541",94541,Alameda County,"$829,900 ",Single Family Residence,6,3/1,"2,747","5,000",1,1951
"2638 Beaconsfield Place, Oakland, CA 94611",94611,Alameda County,"$200,000 ",Land,,,,,,
"2628 Beaconsfield Place, Oakland, CA 94603",94603,Alameda County,"$200,000 ",Land,,,,,,
"1199 Calhoun St, Hayward, CA 94542",94542,Alameda County,"$1,500,000 ",Land,,,,,,
"0 Central Blvd, Hayward, CA 94542",94542,Alameda County,"$40,000 ",Land,,,,,,
"36304 Newark Blvd, Newark, CA 94560",94560,Alameda County,"$3,000,000 ",Single Family Residence,2,1,"1,020",0.71,0,1889
"25119 Old Fairview Ave, Hayward, CA 94542",94542,Alameda County,"$1,599,999 ",Single Family Residence,6,3/1,"3,682",0.93,3,1998
"1837 7th Ave, Oakland, CA 94606-2509",-2509,Alameda County,"$599,999 ",Single Family Residence,4,1,"1,900","3,900",0,1909
"46684 Windmill Drive, Fremont, CA 94539-7236",-7236,Alameda County,"$2,450,000 ",Single Family Residence,5,3,"4,784",0.27,3,1984
"125 Barias Place, Pleasanton, CA 94566",94566,Alameda County,"$1,129,000 ",Single Family Residence,3,2/1,"1,790","2,785",2,2018
"Marlow Dr, Oakland, CA 94605",94605,Alameda County,"$650,000 ",Single Family Residence,3,2,"1,535","7,235",2,1951
"1269 Terra Ave, San Leandro, CA 94578",94578,Alameda County,"$719,000 ",Single Family Residence,4,2,"1,505","5,250",2,1953
", Oakland, CA 94612-1124",-1124,Alameda County,"$1,000,000 ",Commercial Sale,,,"5,500","5,667",,1960
"1346 C St, Hayward, CA 94541",94541,Alameda County,"$679,000 ",Single Family Residence,3,1,"1,421","10,000",2,1923
"1913 Park St, Alameda, CA 94501",94501,Alameda County,"$2,995,000 ",Commercial Sale,,,"7,993","10,000",,1927
"1605 74th Ave, Oakland, CA 94621",94621,Alameda County,"$388,800 ",Single Family Residence,3,2,"1,219","5,370",0,1935
"2626 76th Ave, Oakland, CA 94605",94605,Alameda County,"$261,250 ",Single Family Residence,2,1,962,"3,500",1,1926
"1726 Benedict Dr, San Leandro, CA 94577",94577,Alameda County,"$668,100 ",Single Family Residence,3,2,"1,702","9,196",2,1955
", Hayward, CA 94545",94545,Alameda County,"$848,580 ",Single Family Residence,4,2/1,"2,086","3,122",2,2017
"3624 Quigley St, Oakland, CA 94619",94619,Alameda County,"$799,000 ",Residential Income,,,"3,272","4,995",–,1951
"3630 Quigley St, Oakland, CA 94619",94619,Alameda County,"$769,000 ",Duplex,,,"2,752","4,050",–,1988
"16035 E 14th St, San Leandro, CA 94578",94578,Alameda County,"$568,000 ",Commercial Sale,,,480,480,,1932
"2853 Mount Dana Drive, Dublin, CA 94568",94568,Alameda County,"$1,391,995 ",Single Family Residence,4,4/1,"3,018","6,026",2,2018
"6388 Westover Dr, Oakland, CA 94611",94611,Alameda County,"$80,000 ",Land,,,,,,
"6388 Westover Drive, Oakland, CA 94611",94611,Alameda County,"$85,000 ",Land,,,,,,
"6388 Westover Dr, Oakland, CA 94611",94611,Alameda County,"$75,000 ",Land,,,,,,
"24545 Karina St, Hayward, CA 94542",94542,Alameda County,"$408,000 ",Land,,,,,,
"3833 Redding St, Oakland, CA 94619",94619,Alameda County,"$649,000 ",Single Family Residence,3,2,"1,222","4,258",2,1918
"614 Alice St, Oakland, CA 94607",94607,Alameda County,"$1,380,000 ",Single Family Residence,4,2,"3,110","6,250",2,1900
"1118 Dwight Way, Berkeley, CA 94702",94702,Alameda County,"$889,000 ",Duplex,,,"2,000","4,550",–,1906
"2020 Mastlands Dr, Oakland, CA 94603",94603,Alameda County,"$199,000 ",Land,,,,,,
